,Date,DownloadSpeed,UploadSpeed
0,2022-12-18 15:17:12.911691,29.514073662164694,15.895072716188714
0,2022-12-18 15:18:33.931839,29.100081084393892,15.363491942830272
0,2022-12-18 15:19:54.723041,30.86222370308898,16.752201230362623
0,2022-12-18 15:21:15.542463,28.85493540241784,16.847032380098867
